Price,Location,Square_Feet,Bedrooms,Bathrooms,Year_Built,Lot_Size,Neighborhood,City
342825,Central,2408,3,4,2018,6049,Brighton,San Jose
441702,Northwest,1366,4,3,2006,5875,Brighton,San Jose
425734,Northeast,1976,5,2,1993,4265,Brighton,Portland
413444,Northwest,2445,4,2,1994,4840,Capitol Hill,San Francisco
320388,Southwest,2031,4,2,1987,5059,Capitol Hill,Seattle
385479,Northeast,2708,3,2,1988,5853,Greenwood,San Jose
225834,Southwest,2435,3,2,2000,4584,Brighton,Portland
414278,Central,1917,4,2,2022,4461,Brighton,San Francisco
514308,Central,2212,3,2,2014,4327,Capitol Hill,San Jose
282069,Northeast,1842,5,3,1993,3627,Brighton,San Jose
353125,Central,2126,3,3,2006,6128,Capitol Hill,Seattle
426328,Central,1978,2,1,1987,5582,Hawthorne,San Jose
500227,Northwest,2669,4,2,2014,6289,Hawthorne,Seattle
364142,Northwest,3046,2,3,1997,4785,Brighton,San Jose
344619,Central,1627,3,2,1993,4754,Greenwood,Portland
242486,Central,1430,3,2,1987,5842,Capitol Hill,Portland
408275,Northwest,2101,4,2,1987,6389,Hawthorne,Portland
563366,Central,1592,3,2,2016,6484,Hawthorne,San Francisco
422188,Central,2218,2,1,1981,4384,Brighton,San Francisco
398217,Southwest,2499,4,3,1996,6446,Capitol Hill,Portland
425766,Central,2797,3,1,1992,7004,Brighton,Portland
399112,Northeast,2280,5,2,1993,5921,Capitol Hill,Portland
334958,Southwest,2122,3,1,2020,6657,Greenwood,Seattle
465862,Northeast,1408,4,3,2020,6023,Capitol Hill,Portland
418060,Central,2210,3,1,1988,4378,Hawthorne,San Francisco
401409,Northwest,2228,4,2,2006,6434,Brighton,Seattle
321970,Southwest,2455,4,2,1999,5888,Capitol Hill,Portland
504280,Northwest,1916,5,2,2017,4479,Hawthorne,San Francisco
453176,Southwest,2025,2,2,1991,4932,Brighton,Seattle
355766,Northwest,1608,3,2,2021,5912,Brighton,Seattle
480145,Southwest,1283,4,3,2001,7897,Greenwood,San Francisco
360194,Southwest,1756,2,4,2016,7299,Hawthorne,San Francisco
337439,Northeast,1571,3,2,2018,3500,Capitol Hill,Seattle
339223,Northwest,2334,5,1,2010,5500,Hawthorne,San Francisco
258314,Northeast,1992,3,1,1992,6988,Brighton,Seattle
437723,Northeast,1984,5,3,1980,5096,Greenwood,Seattle
253508,Northwest,1806,2,2,2017,4994,Capitol Hill,Seattle
301724,Southwest,906,4,3,2019,4961,Greenwood,Seattle
233952,Northeast,2803,4,3,1988,6344,Greenwood,Portland
393114,Northwest,1799,4,4,2018,5884,Hawthorne,San Francisco
387974,Southwest,2035,5,3,1989,6033,Brighton,Portland
373864,Northeast,1618,3,3,2008,5303,Brighton,Portland
316593,Northeast,2588,5,2,2019,7249,Capitol Hill,Portland
306221,Northeast,2257,4,2,2009,5186,Greenwood,Portland
437149,Southwest,1869,3,2,1981,6379,Greenwood,Seattle
355955,Northeast,2043,5,2,1997,3424,Greenwood,Seattle
425308,Southwest,2871,3,3,2007,5461,Hawthorne,Seattle
329180,Central,2170,4,2,2011,5030,Brighton,San Jose
414485,Northeast,2127,3,3,2003,5603,Greenwood,Seattle
504262,Central,1823,5,2,2017,3876,Greenwood,Portland
446893,Northwest,1442,4,3,1993,7135,Brighton,San Jose
367006,Northeast,2135,3,2,2004,5666,Capitol Hill,San Jose
420575,Northwest,2330,4,2,2004,7749,Hawthorne,San Jose
380746,Northwest,2639,3,2,2011,6284,Hawthorne,Seattle
400630,Northwest,1300,3,3,2006,5764,Hawthorne,Portland
373951,Central,1749,3,2,2011,5516,Brighton,Seattle
386853,Southwest,1967,2,2,2010,6164,Hawthorne,San Francisco
416967,Central,2198,3,1,2003,6258,Greenwood,San Jose
320531,Central,2141,4,3,2014,6004,Hawthorne,San Francisco
318729,Northwest,2151,3,2,2009,7763,Brighton,San Jose
288916,Northeast,2363,4,4,2012,6657,Hawthorne,San Jose
271978,Southwest,1838,3,2,2012,4867,Capitol Hill,San Francisco
302617,Northwest,2573,4,2,2006,4706,Capitol Hill,San Francisco
412757,Southwest,2373,4,3,2012,5942,Brighton,Seattle
328576,Central,2072,3,2,2012,5686,Brighton,San Francisco
441089,Southwest,2840,5,3,1983,5778,Capitol Hill,San Francisco
402777,Southwest,2822,4,2,2009,3877,Hawthorne,Portland
242519,Northeast,2573,4,4,1994,6391,Greenwood,San Francisco
452398,Northwest,992,3,3,2008,5126,Brighton,Seattle
464863,Southwest,2831,2,3,2007,7726,Capitol Hill,San Jose
320490,Southwest,2517,5,1,2011,5735,Hawthorne,San Jose
433615,Central,3002,4,2,2015,5389,Brighton,Portland
331480,Central,2694,3,3,2009,5992,Hawthorne,Seattle
407813,Southwest,2831,3,3,2021,4843,Greenwood,San Jose
298840,Northwest,2551,4,2,2022,7176,Brighton,Portland
256551,Southwest,2739,4,2,2017,7874,Greenwood,San Jose
369374,Southwest,2997,5,2,2021,6231,Greenwood,Seattle
390101,Northeast,2286,3,3,1991,6167,Greenwood,San Francisco
368185,Northwest,1571,3,2,1982,4912,Capitol Hill,Portland
305277,Northeast,2077,2,2,1994,5491,Greenwood,San Francisco
368008,Northwest,2355,3,2,1989,6044,Greenwood,Seattle
421543,Northwest,2229,2,2,2001,4351,Hawthorne,Seattle
396408,Northwest,1701,5,2,2002,7077,Capitol Hill,San Jose
414600,Northeast,1547,4,4,1990,3965,Capitol Hill,San Jose
346390,Northeast,1903,4,2,1995,3430,Capitol Hill,Portland
493737,Northeast,2523,2,4,1995,7243,Capitol Hill,San Jose
305906,Central,2832,3,2,1993,6278,Greenwood,San Jose
439004,Northeast,2566,3,2,1985,4556,Hawthorne,Seattle
494551,Central,2622,3,2,2021,5655,Greenwood,Seattle
438472,Central,2167,4,3,1996,5736,Greenwood,Portland
383798,Central,1503,3,3,2010,5603,Capitol Hill,San Francisco
357736,Southwest,2017,3,2,2021,4466,Capitol Hill,Portland
482887,Southwest,2096,2,1,1989,5815,Brighton,Seattle
286162,Southwest,2001,2,4,1999,6664,Hawthorne,Seattle
322390,Central,2221,4,4,1988,3773,Capitol Hill,Portland
368195,Central,2376,3,2,1994,5015,Capitol Hill,Portland
499012,Northwest,2541,4,3,2018,4339,Greenwood,San Francisco
430381,Central,2088,4,2,1981,4736,Greenwood,Seattle
322556,Southwest,1438,3,2,1983,5878,Greenwood,San Jose
375175,Central,2006,3,1,2003,4203,Capitol Hill,Seattle
350854,Central,2217,4,2,1997,7236,Hawthorne,San Jose
343216,Northwest,2689,4,3,1990,5569,Capitol Hill,San Jose
478311,Central,1972,3,1,2016,5113,Capitol Hill,San Jose
290260,Northeast,2405,2,2,2005,3603,Hawthorne,San Francisco
528702,Northwest,2316,2,3,1987,5641,Capitol Hill,Portland
466258,Central,2217,3,2,2001,5555,Capitol Hill,San Jose
487268,Central,2572,2,2,1984,4175,Hawthorne,Portland
362964,Northwest,1935,3,3,1981,4507,Capitol Hill,San Jose
388004,Central,1969,3,2,1984,7221,Brighton,San Francisco
285347,Southwest,2195,3,2,2014,5110,Brighton,San Jose
358027,Northeast,1943,3,2,2011,5543,Greenwood,Portland
439492,Northeast,2403,5,2,1998,6052,Capitol Hill,San Francisco
503685,Southwest,1914,4,3,2018,5345,Hawthorne,Portland
311427,Central,2290,5,3,1983,6853,Hawthorne,Portland
370759,Central,2159,3,2,2002,4768,Brighton,Portland
387896,Northeast,2285,4,2,1998,5074,Greenwood,San Jose
288336,Central,2016,3,4,2005,5088,Capitol Hill,San Francisco
447307,Northeast,2064,4,2,2005,4706,Hawthorne,San Francisco
342080,Northeast,2238,3,2,1986,4622,Hawthorne,San Francisco
384368,Southwest,2280,2,4,2011,5529,Capitol Hill,Seattle
363844,Northeast,2198,5,4,2012,6849,Greenwood,Seattle
336852,Central,2882,4,2,2005,4321,Brighton,San Francisco
399436,Central,1803,5,2,2003,5311,Capitol Hill,San Jose
382751,Northwest,2174,3,2,2002,6263,Capitol Hill,Seattle
370251,Central,1570,3,1,2017,7479,Capitol Hill,San Jose
341723,Northwest,2348,3,3,2005,6439,Brighton,San Jose
425561,Northeast,1753,4,1,2010,5293,Hawthorne,Seattle
532289,Central,2088,4,1,1985,4939,Capitol Hill,Portland
411190,Southwest,2051,5,2,2010,6629,Capitol Hill,Portland
479689,Southwest,2312,2,4,2019,6382,Capitol Hill,Portland
288782,Southwest,1978,4,2,1991,5516,Capitol Hill,Seattle
412620,Northeast,1961,3,2,1996,5292,Greenwood,San Jose
312210,Northeast,2774,3,4,2005,7517,Greenwood,Seattle
281846,Northwest,2313,4,2,1982,7363,Greenwood,San Francisco
340850,Southwest,1975,4,2,1994,5891,Hawthorne,San Jose
495351,Northwest,2099,3,2,2017,5706,Capitol Hill,Seattle
476001,Northwest,2858,3,2,2003,4351,Capitol Hill,San Jose
419440,Central,2105,3,2,2009,5544,Capitol Hill,Seattle
277383,Central,1924,3,2,2015,6708,Capitol Hill,San Francisco
384297,Southwest,1926,3,2,2006,3568,Brighton,San Francisco
424136,Northeast,1980,3,2,2001,6102,Brighton,San Francisco
414042,Central,1962,2,2,1981,6188,Brighton,Portland
252496,Northeast,1688,5,2,1986,6190,Capitol Hill,San Francisco
328774,Northwest,1750,5,1,1995,4846,Brighton,Portland
394873,Northwest,1868,3,2,2003,5177,Brighton,San Jose
442903,Northwest,2436,5,4,2009,4879,Hawthorne,San Jose
224309,Northwest,2047,4,2,1980,7489,Hawthorne,San Jose
387030,Southwest,2117,2,1,2006,7057,Brighton,Seattle
411443,Northwest,2708,3,3,1988,5872,Brighton,Seattle
467968,Central,2718,5,1,1986,5533,Hawthorne,Portland
455428,Northwest,2087,4,3,1984,5492,Brighton,Portland
446605,Northeast,1947,4,3,2009,5186,Capitol Hill,Portland
336004,Central,1854,5,3,2021,3620,Brighton,Seattle
247359,Northeast,2477,3,3,2006,5540,Capitol Hill,Seattle
368555,Northeast,2118,2,1,1989,7527,Brighton,San Jose
480130,Southwest,2045,3,3,2004,5793,Greenwood,San Francisco
511476,Southwest,1874,2,2,1997,4881,Brighton,San Francisco
456843,Northeast,1892,3,2,1986,5759,Greenwood,Seattle
434347,Northeast,2328,3,4,2010,5279,Brighton,San Francisco
430371,Northwest,1673,3,2,2011,4504,Brighton,San Jose
355510,Central,2597,3,4,1990,4380,Capitol Hill,San Francisco
389595,Northwest,1986,3,1,1989,5536,Hawthorne,Portland
533525,Southwest,2140,3,2,2001,4038,Hawthorne,San Jose
324595,Southwest,1665,3,1,2010,5516,Capitol Hill,Seattle
529182,Northwest,2195,3,3,2020,5414,Hawthorne,Portland
374237,Central,2068,4,1,1993,6220,Greenwood,Seattle
506034,Northeast,2179,5,2,1982,5339,Greenwood,Seattle
287454,Northwest,2788,3,2,2003,4448,Brighton,Portland
446872,Southwest,2271,2,3,1993,5654,Greenwood,San Jose
341058,Central,1882,5,2,1995,6544,Hawthorne,Seattle
286778,Southwest,1915,4,3,2007,4971,Greenwood,Portland
417482,Central,2438,4,2,2014,7106,Brighton,Portland
480757,Central,2719,3,1,2019,5615,Greenwood,Seattle
332404,Central,2312,4,2,1981,5142,Hawthorne,Seattle
280078,Northwest,2475,5,4,2013,4874,Capitol Hill,San Jose
392652,Northwest,2443,4,2,1997,5695,Brighton,Portland
393005,Northwest,2767,3,2,1986,5406,Capitol Hill,San Francisco
443865,Central,1420,5,3,2017,4214,Greenwood,San Francisco
475967,Central,2466,4,2,2021,7091,Brighton,Seattle
395246,Southwest,2593,4,3,1986,5163,Brighton,Seattle
548440,Northeast,1664,2,2,1983,7083,Greenwood,San Jose
417938,Northwest,1845,4,2,2022,4408,Brighton,San Francisco
372285,Central,1859,3,2,1995,6461,Greenwood,Seattle
271074,Southwest,1908,3,2,1985,6855,Capitol Hill,Seattle
378987,Southwest,2007,4,3,1999,6772,Capitol Hill,San Francisco
373089,Southwest,2297,3,3,2010,5900,Hawthorne,Seattle
476824,Northwest,2546,4,2,1998,6496,Hawthorne,San Francisco
436998,Northwest,2632,4,4,2001,5968,Greenwood,San Francisco
305650,Northeast,1864,3,2,2000,4469,Greenwood,San Jose
413780,Southwest,1862,4,2,1997,5913,Capitol Hill,San Francisco
453722,Northwest,2726,5,3,2011,4409,Brighton,Seattle
522242,Southwest,2458,3,3,2013,4274,Greenwood,Portland
471000,Central,2233,4,1,2006,5779,Brighton,Portland
460867,Southwest,2389,3,3,2017,4909,Hawthorne,Portland
404806,Northeast,2188,3,2,2009,7089,Capitol Hill,San Jose
431064,Northwest,2409,3,3,2012,7184,Greenwood,Seattle
499960,Central,2065,3,3,2006,8238,Hawthorne,San Jose
293377,Northwest,2307,2,2,2002,4135,Greenwood,San Jose
372044,Central,1595,5,1,2022,4369,Hawthorne,San Jose
338194,Southwest,1924,4,3,1998,6368,Capitol Hill,Seattle
430332,Southwest,1929,4,3,2010,5183,Greenwood,Seattle
498417,Northeast,2050,3,2,1983,4776,Greenwood,Seattle
352242,Northeast,1829,4,2,1998,5116,Brighton,Portland
208775,Central,1986,3,4,2017,5427,Brighton,San Francisco
367022,Northeast,1594,3,2,2019,6162,Greenwood,Seattle
473077,Northeast,2419,3,2,2001,3686,Capitol Hill,Seattle
443010,Northeast,2166,3,2,1988,5908,Brighton,San Jose
434254,Northeast,1517,3,2,2010,5308,Greenwood,Seattle
377600,Southwest,1866,4,4,1989,4707,Greenwood,San Francisco
297677,Northeast,2334,4,3,1989,6888,Hawthorne,Portland
441223,Southwest,1982,3,2,2009,5070,Capitol Hill,Seattle
333257,Southwest,1921,2,3,1989,5156,Brighton,Portland
574727,Northwest,2170,3,3,2015,5220,Brighton,Seattle
445640,Southwest,2337,5,2,1997,7061,Hawthorne,Portland
353548,Southwest,1625,4,2,2022,5608,Greenwood,Seattle
351089,Northeast,2420,4,3,1998,5430,Brighton,San Jose
392564,Southwest,1879,5,2,2022,6383,Greenwood,Portland
380839,Central,2192,3,1,2002,3266,Brighton,San Jose
489346,Northeast,2185,5,2,1983,5702,Brighton,San Jose
414913,Northeast,1989,3,4,1991,5717,Greenwood,Seattle
341469,Northeast,1790,3,2,2003,6327,Greenwood,San Jose
551235,Northwest,2085,4,4,1992,5793,Brighton,San Jose
403944,Northeast,2850,3,1,1983,4370,Hawthorne,Seattle
461507,Southwest,1655,4,3,2006,3841,Hawthorne,San Jose
351341,Central,2876,3,2,2017,6137,Hawthorne,Portland
429049,Northeast,2096,4,2,2018,5008,Hawthorne,Portland
424888,Northeast,2214,3,2,1987,5171,Hawthorne,San Francisco
248828,Central,1765,2,2,2005,4642,Greenwood,San Francisco
561222,Northeast,1891,5,3,2013,5513,Brighton,San Francisco
503251,Northwest,1998,5,3,1988,5427,Hawthorne,San Francisco
368224,Southwest,1781,5,2,1989,4278,Capitol Hill,San Jose
311818,Central,2116,4,4,1980,6270,Brighton,Portland
427804,Central,2037,4,2,1987,4786,Capitol Hill,San Francisco
406935,Northwest,2940,4,2,1989,6926,Greenwood,San Jose
428453,Southwest,1733,3,2,2022,5711,Brighton,Seattle
415326,Northwest,2241,3,2,2004,5412,Greenwood,Portland
440499,Southwest,2299,3,3,2010,3991,Capitol Hill,Seattle
515784,Northwest,1771,5,1,2018,6040,Brighton,San Francisco
445448,Northeast,2474,3,2,1982,5460,Brighton,San Francisco
316027,Northwest,2040,5,2,2018,5671,Greenwood,San Francisco
509005,Central,1203,4,2,2017,6816,Brighton,Portland
531249,Central,2463,4,2,2014,6369,Capitol Hill,Seattle
652164,Central,1753,3,2,1987,6614,Greenwood,Seattle
310120,Northwest,1780,3,2,1980,3088,Capitol Hill,Portland
419430,Central,2475,5,3,1984,5290,Brighton,San Francisco
233432,Central,2061,3,2,2006,3908,Capitol Hill,San Francisco
444251,Northeast,2567,3,2,2005,5972,Brighton,San Jose
356143,Northeast,2684,3,1,2022,3617,Capitol Hill,Portland
553875,Southwest,1942,3,4,2005,6553,Capitol Hill,Seattle
338030,Southwest,2517,3,2,1990,7069,Hawthorne,San Jose
264865,Southwest,1897,4,4,2013,5316,Brighton,Seattle
362298,Northwest,3093,3,4,2020,5842,Hawthorne,Seattle
241960,Southwest,1922,4,3,1981,7052,Hawthorne,San Jose
460087,Northwest,2610,3,1,2000,7588,Greenwood,Seattle
234793,Northwest,2537,4,2,2005,7186,Greenwood,San Jose
402276,Southwest,2326,4,1,1991,6038,Capitol Hill,San Jose
233775,Southwest,1931,2,3,1988,7113,Brighton,San Jose
374376,Northwest,2139,3,3,2020,4534,Greenwood,San Francisco
531470,Northeast,1338,2,4,2002,4815,Hawthorne,San Francisco
428851,Central,2289,4,3,2021,6435,Brighton,Portland
330920,Central,2339,4,2,1984,5527,Capitol Hill,Portland
397503,Central,2253,5,2,1988,6174,Capitol Hill,San Jose
401441,Northeast,1010,3,2,1989,6415,Greenwood,Portland
437810,Northwest,1693,3,2,1989,6430,Greenwood,San Francisco
290651,Southwest,1900,3,3,1993,3648,Greenwood,San Francisco
447405,Northwest,2316,3,4,2015,6181,Capitol Hill,San Jose
183648,Northwest,2315,4,2,1989,4868,Hawthorne,San Francisco
349609,Southwest,2131,2,3,2016,5755,Greenwood,San Jose
360938,Northeast,2454,4,3,2020,5055,Capitol Hill,Portland
450666,Central,1789,4,2,2017,5077,Brighton,San Francisco
401810,Central,2444,4,2,2001,4879,Capitol Hill,San Jose
287554,Northwest,2389,3,3,2002,6259,Brighton,San Jose
321200,Northeast,2351,5,2,1995,5332,Brighton,Seattle
415894,Central,2127,5,1,1990,5250,Hawthorne,San Jose
393674,Northeast,2932,5,2,2014,5167,Greenwood,San Jose
353670,Southwest,2397,4,4,1999,6087,Brighton,San Francisco
361533,Northwest,1812,4,1,2016,4645,Greenwood,Seattle
455693,Northwest,2299,4,3,2020,7089,Capitol Hill,Seattle
358584,Northeast,2500,3,3,1984,4844,Greenwood,Seattle
392952,Central,1964,4,3,2015,5062,Capitol Hill,San Francisco
573594,Northeast,2635,4,2,1992,5521,Brighton,Portland
286105,Southwest,2352,5,3,1996,5973,Hawthorne,San Jose
251852,Central,1263,4,2,2005,5316,Brighton,Seattle
462687,Central,2319,3,1,1999,5265,Capitol Hill,Seattle
345708,Northeast,2037,4,4,2018,6582,Brighton,San Francisco
374540,Southwest,2414,5,2,2012,3228,Hawthorne,San Francisco
337507,Central,2577,3,3,2009,4923,Greenwood,Seattle
379215,Northwest,2278,3,2,1995,4674,Capitol Hill,Portland
527883,Southwest,2866,4,1,1986,5094,Greenwood,San Francisco
464170,Central,2128,3,4,2009,6892,Hawthorne,Seattle
468977,Northeast,2449,2,3,1981,4817,Brighton,Portland
286701,Central,2521,3,2,1991,5405,Hawthorne,San Francisco
307907,Northwest,2161,5,4,2022,6047,Capitol Hill,Portland
172873,Southwest,2511,2,3,2019,4716,Capitol Hill,Seattle
335249,Central,1962,3,2,1980,3212,Brighton,Portland
476536,Northwest,2030,4,3,1982,2941,Capitol Hill,Seattle
441355,Central,1675,5,2,1987,6832,Hawthorne,San Francisco
382278,Central,2296,5,2,2005,5953,Capitol Hill,San Jose
398215,Southwest,2330,3,1,2019,5172,Greenwood,San Jose
344889,Northeast,2671,5,2,1990,5157,Hawthorne,Seattle
416380,Northeast,2516,2,2,2000,4649,Hawthorne,San Jose
461270,Northwest,2086,4,3,1984,5661,Capitol Hill,Seattle
270729,Northwest,1728,4,3,2019,6223,Brighton,San Jose
423971,Northwest,2373,3,2,2005,4604,Brighton,San Jose
474594,Southwest,2644,4,3,2000,5758,Brighton,San Francisco
366791,Northeast,2502,3,2,1988,4636,Capitol Hill,Seattle
456056,Northwest,2633,5,3,1996,5408,Capitol Hill,Portland
625172,Northwest,2115,3,2,2016,4938,Capitol Hill,San Francisco
391652,Central,2013,4,3,1981,6409,Hawthorne,Portland
431464,Central,1905,3,4,2019,5507,Hawthorne,San Francisco
340955,Northwest,2177,3,3,2007,4348,Capitol Hill,Seattle
414500,Central,2168,5,4,2006,5417,Brighton,Portland
436821,Central,2282,4,2,2019,6487,Greenwood,San Francisco
415587,Central,2148,5,3,1980,4292,Brighton,San Jose
318424,Southwest,2146,3,2,1990,5224,Hawthorne,Portland
416508,Northwest,1889,3,2,2018,5102,Hawthorne,San Francisco
516975,Northwest,2576,4,3,1997,5709,Brighton,San Francisco
435890,Central,2230,3,3,2006,5287,Brighton,Portland
476958,Southwest,2130,3,2,1989,5866,Hawthorne,San Jose
381039,Central,1901,4,1,2015,4783,Hawthorne,Portland
459992,Southwest,1667,3,2,2000,5326,Capitol Hill,Portland
422341,Northwest,2723,3,2,2007,5294,Greenwood,Portland
323927,Central,2421,3,2,1980,7290,Capitol Hill,San Francisco
425481,Northwest,1550,4,2,1993,5812,Capitol Hill,San Jose
320664,Southwest,2505,4,2,1999,6344,Brighton,Portland
349369,Northeast,2568,3,4,1988,7341,Brighton,Portland
415146,Southwest,2249,4,3,2006,5751,Greenwood,Portland
423779,Northeast,2839,3,2,1983,5270,Capitol Hill,Portland
304861,Northwest,2286,5,4,2016,4512,Capitol Hill,Portland
484318,Northwest,1633,5,3,1997,4266,Hawthorne,Portland
445760,Central,2346,4,2,2010,3341,Hawthorne,San Jose
343621,Northeast,2297,2,2,2018,6384,Greenwood,San Jose
276993,Southwest,1958,4,2,1989,5957,Brighton,San Jose
388407,Northwest,2429,4,2,1988,5267,Hawthorne,Seattle
364324,Northeast,1532,5,2,2007,5241,Greenwood,Seattle
409051,Southwest,2596,5,2,2007,4499,Capitol Hill,San Francisco
370950,Northeast,1848,5,2,1992,5995,Greenwood,San Jose
239403,Southwest,1806,2,3,1997,4898,Greenwood,San Jose
368932,Southwest,2154,5,2,1991,5236,Hawthorne,San Jose
375550,Southwest,2373,4,3,1987,4389,Hawthorne,Portland
450692,Southwest,2265,4,2,2002,4564,Capitol Hill,Portland
344144,Northeast,1902,3,4,1984,6431,Capitol Hill,San Francisco
534293,Northeast,1997,3,2,1986,6612,Capitol Hill,San Jose
247068,Central,1746,3,4,1994,4262,Greenwood,Portland
504893,Northeast,2110,3,3,1982,6094,Greenwood,San Jose
382054,Northeast,2630,3,3,1997,4760,Hawthorne,San Jose
468766,Central,2198,5,3,2017,5001,Capitol Hill,Portland
406384,Northeast,2543,2,1,2005,6700,Hawthorne,Portland
491164,Southwest,2782,3,4,2017,5213,Capitol Hill,Seattle
369011,Northwest,1964,3,2,2012,5205,Capitol Hill,Portland
312110,Northwest,2125,3,2,2000,3858,Hawthorne,Seattle
513640,Central,3068,5,2,1996,5162,Hawthorne,Portland
390921,Northeast,2777,3,2,2022,4874,Hawthorne,San Jose
417724,Northeast,1531,3,3,1981,5959,Capitol Hill,Portland
498780,Central,2354,5,4,2004,4957,Greenwood,San Francisco
317443,Northwest,2200,5,2,2020,6723,Hawthorne,San Jose
447639,Southwest,2530,2,4,1998,5896,Hawthorne,San Francisco
352808,Northeast,1902,4,2,2017,5697,Greenwood,San Jose
389426,Central,1864,4,2,2004,6202,Greenwood,Portland
405782,Southwest,1929,4,2,2018,5700,Brighton,Portland
279982,Central,1971,3,3,1983,6227,Hawthorne,Portland
337693,Central,2526,5,1,1982,5352,Brighton,Seattle
508085,Central,1727,2,2,2013,5411,Brighton,Portland
470895,Northwest,1950,3,2,2021,4695,Greenwood,San Francisco
394988,Northwest,1484,3,2,1989,4786,Capitol Hill,Seattle
419449,Central,2602,3,3,2006,6800,Capitol Hill,Portland
376460,Northeast,2708,5,2,2005,5966,Greenwood,Seattle
508526,Southwest,2069,4,2,2006,3960,Brighton,Seattle
383971,Northeast,2080,2,2,1980,6557,Brighton,San Jose
418547,Northwest,2381,3,2,1999,5625,Brighton,Seattle
491682,Southwest,2789,3,1,2004,4707,Brighton,Seattle
337810,Central,2363,5,2,1989,7285,Hawthorne,San Jose
524703,Northeast,1920,4,3,1980,6758,Brighton,Portland
277563,Northeast,1552,4,1,1995,6255,Greenwood,San Francisco
530371,Central,1753,4,2,1990,5658,Brighton,Seattle
370185,Northeast,2229,4,2,1983,5840,Brighton,San Francisco
380584,Northwest,1937,4,2,2014,3333,Greenwood,Seattle
248799,Central,2277,3,2,1992,6248,Brighton,San Francisco
363616,Northeast,1978,5,2,2000,5681,Capitol Hill,San Jose
316815,Central,1776,4,2,1994,5742,Greenwood,Seattle
351388,Southwest,1729,4,3,1989,5721,Hawthorne,Seattle
389015,Central,2824,5,2,2017,5031,Hawthorne,Portland
476623,Northeast,2555,4,3,1990,4550,Greenwood,Portland
416608,Northwest,2892,4,2,2011,5592,Hawthorne,Seattle
424614,Central,2415,5,2,2012,4166,Hawthorne,San Jose
312358,Central,2028,3,3,1999,5781,Hawthorne,San Francisco
329539,Northeast,2729,3,2,2015,4471,Greenwood,Portland
543898,Northwest,2186,4,2,2009,6466,Brighton,Portland
341183,Northwest,2288,3,3,1989,4073,Hawthorne,Portland
532496,Southwest,2182,4,3,1994,5456,Capitol Hill,Portland
380555,Southwest,1021,4,4,2008,5574,Brighton,San Jose
400183,Northeast,2841,4,3,1980,6719,Brighton,Seattle
485629,Northwest,2396,5,3,2000,5755,Hawthorne,San Francisco
501751,Northwest,2331,3,1,1994,4686,Hawthorne,Portland
391134,Southwest,2175,4,2,1982,4608,Brighton,San Jose
368940,Southwest,2265,4,2,2012,6946,Hawthorne,San Jose
395526,Northeast,1961,3,1,2017,5462,Greenwood,Portland
427036,Northwest,2446,3,2,1998,5305,Greenwood,San Francisco
471304,Central,1677,5,3,1983,4805,Hawthorne,Portland
400338,Southwest,2274,4,2,1991,4287,Brighton,San Jose
449510,Northeast,2424,4,3,2004,7400,Hawthorne,San Francisco
531068,Northwest,2120,4,2,2013,5563,Capitol Hill,San Jose
430504,Northwest,2348,3,2,1996,4399,Greenwood,Seattle
424932,Southwest,1803,3,2,1985,6242,Brighton,San Jose
278487,Northeast,1813,3,2,1991,6097,Capitol Hill,Portland
189541,Central,2294,5,2,1994,4250,Hawthorne,San Francisco
431070,Southwest,2471,2,3,1996,4915,Greenwood,Portland
392414,Northeast,1450,5,2,1980,5958,Capitol Hill,Seattle
358817,Northwest,2408,5,1,1993,6225,Brighton,San Francisco
419482,Central,1982,5,3,1981,4737,Greenwood,San Francisco
395167,Northeast,2122,3,2,1983,3634,Hawthorne,San Francisco
490222,Central,1664,5,2,1981,5746,Hawthorne,San Jose
406888,Northeast,1859,3,2,2005,6356,Greenwood,Portland
340246,Northeast,2586,2,2,2019,5441,Capitol Hill,San Francisco
479213,Northeast,2213,3,3,2012,5193,Greenwood,San Francisco
382629,Northeast,2046,5,3,2018,7086,Greenwood,San Francisco
442122,Central,2153,2,3,1985,3488,Greenwood,Seattle
361807,Southwest,2395,4,1,2009,6223,Capitol Hill,San Francisco
348013,Central,2376,2,3,2001,6283,Greenwood,San Jose
406733,Northeast,2169,3,2,2006,4728,Brighton,San Jose
401026,Central,2637,2,2,1998,3186,Hawthorne,San Francisco
438386,Central,2588,5,2,1989,6257,Capitol Hill,San Jose
378508,Central,2365,4,3,1985,5821,Brighton,San Jose
253091,Northeast,2221,5,3,2005,6921,Greenwood,San Francisco
365378,Central,2462,4,3,2021,4935,Brighton,San Jose
463505,Northwest,2325,5,3,1982,5674,Capitol Hill,Seattle
376209,Northeast,2624,4,2,1982,3821,Hawthorne,San Francisco
380289,Central,2559,4,2,1985,6223,Capitol Hill,Portland
478910,Northwest,1792,4,3,1989,3968,Greenwood,San Jose
343042,Central,1765,3,3,2017,5463,Greenwood,San Francisco
276575,Southwest,1919,4,3,1992,4459,Hawthorne,Portland
387149,Central,2590,4,2,2017,5837,Capitol Hill,Seattle
361266,Central,1569,4,3,1991,5311,Capitol Hill,Seattle
322700,Southwest,2357,4,2,2006,5271,Capitol Hill,San Francisco
385969,Northeast,2345,3,3,1987,5437,Brighton,San Francisco
439320,Southwest,2665,4,2,1984,5532,Hawthorne,Seattle
